dateTime,value,source_file,metric
2025-05-04,1440,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-05,1288,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-06,1279,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-07,1258,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-08,1194,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-09,1248,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-10,1276,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-11,1296,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-12,1334,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-13,1286,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-14,1358,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-15,1178,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-16,1160,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-17,1217,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-18,1221,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-19,1374,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-20,1272,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-21,1274,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-22,1174,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-23,1229,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-24,1239,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-25,1237,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-26,1305,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-27,1263,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-28,1273,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-29,1440,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-30,1440,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-05-31,1440,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-06-01,1244,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-06-02,1202,sedentary_minutes-2025-05-04.json,sedentary_minutes
2025-06-03,1335,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-04,1280,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-05,1232,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-06,1304,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-07,1256,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-08,1325,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-09,1261,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-10,1215,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-11,1268,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-12,1270,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-13,1287,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-14,1212,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-15,1298,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-16,1174,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-17,1262,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-18,1208,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-19,1085,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-20,1198,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-21,1126,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-22,1176,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-23,1129,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-24,1081,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-25,1285,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-26,1274,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-27,1278,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-28,1280,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-29,1291,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-06-30,1211,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-07-01,1305,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-07-02,1262,sedentary_minutes-2025-06-03.json,sedentary_minutes
2025-07-03,1291,sedentary_minutes-2025-07-03.json,sedentary_minutes
2025-07-04,1260,sedentary_minutes-2025-07-03.json,sedentary_minutes
2025-07-05,1286,sedentary_minutes-2025-07-03.json,sedentary_minutes
